Year,week,percentage
2003,22,0.1095890410958904
2003,23,0.14702308626974483
2003,24,0.29900332225913623
2003,25,0.13568985176738882
2003,26,0.10589812332439678
2003,27,0.3278837420526794
2003,28,0.3020285499624343
2003,29,0.195852534562212
2003,30,0.3480414227825304
2003,31,0.2532659081331648
2003,32,0.20495767835550183
2003,33,0.09959211420802175
2003,34,0.06289308176100629
2003,35,0.26324786324786326
2003,36,0.09827586206896552
2003,37,0.13633310946944258
2003,38,0.6686946902654868
2003,39,0.1607773851590106
2003,40,0.1203599550056243
2003,41,0.25
2003,42,0.09903381642512077
2003,43,0.15948275862068967
2003,44,0.13316095669036845
2003,45,0.2548823234852278
2003,46,0.31949032562529495
2003,47,0.40545144804088584
2003,48,0.2823529411764706
2003,49,0.6868549172346641
2003,50,0.4122042341220423
2003,51,0.19509275882704968
2003,52,0.35352697095435687
2004,1,0.4411116012351125
2004,2,0.48982254697286015
2004,3,0.4126984126984127
2004,4,0.4679764243614931
2004,5,0.5828953655040612
2004,6,0.33175853018372703
2004,7,0.23931623931623933
2004,8,0.09878419452887538
2004,9,0.3880334359876815
2004,10,0.38348294434470376
2004,11,0.11153119092627599
2004,12,0.44391095591444785
2004,13,0.1149789029535865
2004,14,0.17563989408649602
2004,15,0.1543550165380375
2004,16,0.19694244604316546
2004,17,0.1631578947368421
2004,18,0.22527881040892192
2004,19,0.1645367412140575
2004,20,0.42560895325872283
2004,21,0.13931681178834562
2004,22,0.293909973521624
2004,23,0.293836026331538
2004,24,0.22030740568234747
2004,25,0.15907241659886087
2004,26,0.18204121687929342
2004,27,0.12289156626506025
2004,28,0.12380952380952381
2004,29,0.16948601171112557
2004,30,0.17122990004345937
2004,31,0.22213883677298313
2004,32,0.11393939393939394
2004,33,0.4994413407821229
2004,34,0.26102502979737785
2004,35,0.18790282597917699
2004,36,0.657634682817979
2004,37,0.5258878904578519
2004,38,0.5073766712770862
2004,39,0.6047353760445683
2004,40,0.3431445603576751
2004,41,0.19177126917712692
2004,42,0.0919674039580908
2004,43,0.22895791583166333
2004,44,0.19248826291079812
2004,45,0.13782696177062373
2004,46,0.19338092147955874
2004,47,0.30814332247557
2004,48,0.36020408163265305
2004,49,0.10419681620839363
2004,50,0.3059947299077734
2004,51,0.4755278310940499
2004,52,0.5137340535570624
2004,53,0.1973803071364047
2005,1,0.5190156599552572
2005,2,0.43461160275319566
2005,3,0.7504994217222164
2005,4,0.695236577983113
2005,5,0.20818771842236644
2005,6,0.2743221690590112
2005,7,0.30865384615384617
2005,8,0.3711678832116788
2005,9,0.49079320113314445
2005,10,0.47890897557881384
2005,11,0.13450292397660818
2005,12,0.18340611353711792
2005,13,0.22785203605843954
2005,14,0.4677565849227975
2005,15,0.2839506172839506
2005,16,0.23008849557522124
2005,17,0.23671875
2005,18,0.19021739130434784
2005,19,0.18134377038486627
2005,20,0.24984462399005594
2005,21,0.06985294117647059
2005,22,0.24805738194859533
2005,23,0.2763273687298328
2005,24,0.14184852374839538
2005,25,0.14665801427644387
2005,26,0.24846834581347857
2005,27,0.4857889578569095
2005,28,0.2947932618683001
2005,29,0.22552622786501839
2005,30,0.1491948734801183
2005,31,0.17780938833570412
2005,32,0.21750902527075813
2005,33,0.19052319842053306
2005,34,0.40853658536585363
2005,35,0.5475257226849584
2005,36,0.2876459741856177
2005,37,0.250155183116077
2005,38,0.5730854197349042
2005,39,0.0594059405940594
2005,40,0.18255451713395637
2005,41,0.2480916030534351
2005,42,0.19961051606621227
2005,43,0.5877131511329129
2005,44,0.37100371747211897
2005,45,0.10903083700440529
2005,46,0.2801235839340886
2005,47,0.29485049833887045
2005,48,0.22683513838748495
2005,49,0.6427136799821468
2005,50,0.47016460905349794
2005,51,0.3129890453834116
2005,52,0.23731728288907997
2005,53,0.3055555555555556
2006,1,0.2151093439363817
2006,2,0.3405994550408719
2006,3,0.41012216404886565
2006,4,0.2744755244755245
2006,5,0.3305526590198123
2006,6,0.7746062992125984
2006,7,0.464503694185673
2006,8,0.286490156143924
2006,9,0.3378803777544596
2006,10,0.2640911969601013
2006,11,0.32870148538572114
2006,12,0.1584875301689461
2006,13,0.11104718066743383
2006,14,0.1539230384807596
2006,15,0.175
2006,16,0.1608832807570978
2006,17,0.15003589375448673
2006,18,0.12818336162988114
2006,19,0.10465116279069768
2006,20,0.1572769953051643
2006,21,0.20680083275503122
2006,22,0.26347951114306256
2006,23,0.12014134275618374
2006,24,0.19722557297949336
2006,25,0.274936422718282
2006,26,0.15746606334841629
2006,27,0.23750671681891455
2006,28,0.12980769230769232
2006,29,0.18621456364647027
2006,30,0.14860259032038173
2006,31,0.13039014373716631
2006,32,0.16893732970027248
2006,33,0.06653992395437262
2006,34,0.1405550581915846
2006,35,0.4007029876977153
2006,36,0.0743740795287187
2006,37,0.20488549618320612
2006,38,0.24669117647058825
2006,39,0.09273570324574962
2006,40,0.2453198127925117
2006,41,0.3234597156398104
2006,42,0.3380281690140845
2006,43,0.254930082466834
2006,44,0.0463038180341186
2006,45,0.19043624161073824
2006,46,0.28812986134595875
2006,47,0.28772919605077574
2006,48,0.6286472148541115
2006,49,0.14920159680638723
2006,50,0.40768799102132436
2006,51,0.7478386167146974
2006,52,0.5326278659611993
2007,1,0.2786666666666667
2007,2,0.7049011532125206
2007,3,0.5922444183313749
2007,4,0.2306378132118451
2007,5,0.4709175738724728
2007,6,0.35608128601759176
2007,7,0.7336286260204968
2007,8,0.6323661381992223
2007,9,0.4329138431752178
2007,10,0.15743589743589745
2007,11,0.7575804217331076
2007,12,0.1938014907806983
2007,13,0.4061446234544773
2007,14,0.19543693499784762
2007,15,0.39447304253589816
2007,16,0.22061378112333527
2007,17,0.3704584040747029
2007,18,0.2208305866842452
2007,19,0.2800891530460624
2007,20,0.20046082949308755
2007,21,0.3055355859094177
2007,22,0.2199602780536246
2007,23,0.2279194630872483
2007,24,0.20053475935828877
2007,25,0.17448165869218502
2007,26,0.29445709946848897
2007,27,0.26568825910931176
2007,28,0.22342457033736474
2007,29,0.2621179376350726
2007,30,0.22466216216216217
2007,31,0.13555913113435236
2007,32,0.1623167679656775
2007,33,0.14437286851079956
2007,34,0.215484840892007
2007,35,0.13379396984924624
2007,36,0.1509281678773204
2007,37,0.3104744011272898
2007,38,0.0517774343122102
2007,39,0.07743496672716274
2007,40,0.1351118760757315
2007,41,0.1830331202789076
2007,42,0.3525913338997451
2007,43,0.21397105097545627
2007,44,0.2414398595258999
2007,45,0.11857707509881422
2007,46,0.16586373021335168
2007,47,0.24876325088339224
2007,48,0.4949053857350801
2007,49,0.4218399401645475
2007,50,0.6947975363648277
2007,51,0.4133930925388874
2007,52,0.25672303853617967
2008,1,0.3181554524361949
2008,2,0.32171488323457653
2008,3,0.5927510697206142
2008,4,0.38767234387672345
2008,5,0.3280914939242316
2008,6,0.5623791102514507
2008,7,0.4394141145139814
2008,8,0.5961958898119808
2008,9,0.26447805237919586
2008,10,0.5978896103896104
2008,11,0.2632563942607611
2008,12,0.5933972310969116
2008,13,0.11858559724018973
2008,14,0.21230440967283074
2008,15,0.07417691392304641
2008,16,0.13524185587364265
2008,17,0.2820037105751391
2008,18,0.22087745839636913
2008,19,0.23131443298969073
2008,20,0.22345890410958905
2008,21,0.07096774193548387
2008,22,0.29557843731072075
2008,23,0.31158681617397216
2008,24,0.3285917496443812
2008,25,0.3442554956449606
2008,26,0.2916495269436446
2008,27,0.21496062992125983
2008,28,0.23619312261201805
2008,29,0.08645161290322581
2008,30,0.34960388448760543
2008,31,0.2046147148454506
2008,32,0.39881129271916793
2008,33,0.3561320754716981
2008,34,0.5397196261682243
2008,35,0.1341030195381883
2008,36,0.6416967509025271
2008,37,0.7672880336740829
2008,38,0.6394597768643571
2008,39,0.1654228855721393
2008,40,0.03558718861209965
2008,41,0.20302013422818793
2008,42,0.1936056838365897
2008,43,0.24598930481283424
2008,44,0.178
2008,45,0.14351005484460694
2008,46,0.2536082474226804
2008,47,0.11981020166073547
2008,48,0.3275862068965517
2008,49,0.3273894436519258
2008,50,0.34044862518089725
2008,51,0.6992555831265509
2008,52,0.5181381118881119
