Year,Origin,TaxiOut,TaxiIn
2008,BTM,8138.0,2939.0
2008,BTR,101402.0,39876.0
2008,BTV,121414.0,31255.0
2008,BUF,355911.0,113205.0
2008,BUR,364295.0,86652.0
2008,BWI,1267893.0,539578.0
2008,BZN,70644.0,21781.0
2008,CAE,143448.0,43676.0
2008,CAK,122373.0,40891.0
2008,CDC,7457.0,2227.0
2008,CDV,5629.0,2407.0
2008,CEC,12999.0,3759.0
2008,CHA,51601.0,19315.0
2008,CHO,9708.0,2479.0
2008,CHS,213123.0,99161.0
2008,CIC,14914.0,5087.0
2008,CID,120221.0,49175.0
2008,CLD,22601.0,8748.0
2008,CLE,1020240.0,407135.0
2008,CLL,12038.0,6509.0
2008,CLT,2579925.0,835518.0
2008,CMH,441604.0,164763.0
2008,CMI,37369.0,10231.0
2008,CMX,4580.0,1914.0
2008,COD,14884.0,4622.0
2008,COS,244911.0,105381.0
2008,CPR,31749.0,10184.0
2008,CRP,52004.0,19700.0
2008,CRW,40449.0,11954.0
2008,CSG,15001.0,4404.0
2008,CVG,1552217.0,440694.0
2008,CWA,29441.0,9249.0
2008,DAB,38618.0,10956.0
2008,DAL,522132.0,199756.0
2008,DAY,220003.0,85568.0
2008,DBQ,15457.0,4723.0
2008,DCA,1493353.0,438693.0
2008,DEN,3851971.0,1979616.0
2008,DFW,4414149.0,2833610.0
2008,DHN,13138.0,4784.0
2008,DLG,742.0,381.0
2008,DLH,27082.0,11984.0
2008,DRO,44703.0,17809.0
2008,DSM,214862.0,73662.0
2008,DTW,3282629.0,1746149.0
2008,EGE,57745.0,13243.0
2008,EKO,19478.0,7781.0
2008,ELM,17963.0,6248.0
2008,ELP,212081.0,77466.0
2008,ERI,17832.0,7204.0
2008,EUG,63275.0,21006.0
2008,EVV,67195.0,27781.0
2008,EWN,7385.0,2336.0
2008,EWR,3915748.0,1354990.0
2008,EYW,9124.0,3074.0
2008,FAI,56097.0,16570.0
2008,FAR,63271.0,21160.0
2008,FAT,151010.0,66940.0
2008,FAY,21732.0,9330.0
2008,FCA,38656.0,11292.0
2008,FLG,28574.0,11547.0
2008,FLL,1169308.0,327864.0
2008,FLO,6239.0,2696.0
2008,FNT,110441.0,39279.0
2008,FSD,80573.0,28375.0
2008,FSM,27638.0,11277.0
2008,FWA,81697.0,24211.0
2008,GCC,15192.0,4553.0
2008,GEG,187831.0,70638.0
2008,GFK,16096.0,5645.0
2008,GGG,8286.0,4594.0
2008,GJT,61240.0,20174.0
2008,GNV,18969.0,6562.0
2008,GPT,94297.0,39949.0
2008,GRB,97624.0,33158.0
2008,GRK,33907.0,12851.0
2008,GRR,246024.0,69061.0
2008,GSO,206253.0,63824.0
2008,GSP,159780.0,47159.0
2008,GST,894.0,403.0
2008,GTF,22390.0,9258.0
2008,GTR,9386.0,3339.0
2008,GUC,13125.0,3051.0
2008,HDN,39798.0,9656.0
2008,HHH,8735.0,2867.0
2008,HLN,23701.0,6721.0
2008,HNL,700116.0,304580.0
2008,HOU,514955.0,262311.0
2008,HPN,183227.0,68362.0
2008,HRL,31558.0,10525.0
2008,HSV,146679.0,56230.0
2008,HTS,1670.0,717.0
2008,IAD,1469540.0,515294.0
2008,IAH,3398340.0,1552592.0
2008,ICT,177743.0,66839.0
2008,IDA,40893.0,13029.0
2008,ILM,40344.0,14347.0
2008,IND,644719.0,376567.0
2008,INL,779.0,524.0
2008,IPL,9812.0,3694.0
2008,ISP,90418.0,42406.0
2008,ITH,2695.0,943.0
2008,ITO,67352.0,38469.0
2008,IYK,10840.0,3731.0
2008,JAC,62208.0,13777.0
2008,JAN,131512.0,53534.0
2008,JAX,428569.0,173618.0
2008,JFK,4025524.0,1220696.0
2008,JNU,58535.0,17276.0
2008,KOA,120297.0,54208.0
2008,KTN,27836.0,10532.0
2008,LAN,54306.0,15480.0
2008,LAS,2829641.0,1124665.0
2008,LAW,20606.0,8545.0
2008,LAX,3220373.0,1905951.0
2008,LBB,70350.0,27992.0
2008,LCH,14026.0,4112.0
2008,LEX,139965.0,49307.0
2008,LFT,61322.0,23901.0
2008,LGA,3265909.0,934071.0
2008,LGB,225949.0,87620.0
2008,LIH,102264.0,67693.0
2008,LIT,166083.0,69133.0
2008,LMT,6064.0,1836.0
2008,LNK,33502.0,12744.0
2008,LRD,20615.0,7113.0
2008,LSE,23532.0,6637.0
2008,LWB,1933.0,600.0
2008,LWS,6508.0,3316.0
2008,LYH,6056.0,1885.0
2008,MAF,59929.0,23564.0
2008,MBS,38633.0,11827.0
2008,MCI,708002.0,301846.0
2008,MCN,7371.0,2347.0
2008,MCO,1795429.0,870988.0
2008,MDT,103750.0,34084.0
2008,MDW,993069.0,460897.0
2008,MEI,7799.0,2686.0
2008,MEM,1435332.0,595614.0
2008,MFE,44109.0,17077.0
2008,MFR,57838.0,20764.0
2008,MGM,47192.0,13179.0
2008,MHT,246805.0,83111.0
2008,MIA,1057784.0,507970.0
2008,MKE,627000.0,226354.0
2008,MKG,3035.0,1732.0
2008,MLB,24194.0,8513.0
2008,MLI,108119.0,32696.0
2008,MLU,23234.0,9745.0
2008,MOB,69735.0,24522.0
2008,MOD,23305.0,6754.0
2008,MOT,12943.0,6351.0
2008,MQT,11366.0,4650.0
2008,MRY,74248.0,25475.0
2008,MSN,199090.0,59099.0
2008,MSO,39722.0,15723.0
2008,MSP,2442730.0,1050873.0
2008,MSY,422434.0,166120.0
2008,MTJ,31130.0,9998.0
2008,MYR,68679.0,20971.0
2008,OAJ,11835.0,3134.0
2008,OAK,622097.0,345012.0
2008,OGG,165074.0,104939.0
2008,OKC,284380.0,115697.0
2008,OMA,337877.0,112311.0
2008,OME,5844.0,3542.0
2008,ONT,374273.0,156543.0
2008,ORD,6459330.0,2981712.0
2008,ORF,202165.0,67771.0
2008,OTH,6385.0,1708.0
2008,OTZ,5906.0,4263.0
2008,OXR,14066.0,4555.0
2008,PBI,369886.0,131188.0
2008,PDX,669971.0,231668.0
2008,PFN,37352.0,12958.0
2008,PHF,70685.0,29724.0
2008,PHL,2299995.0,693227.0
2008,PHX,3014148.0,1399527.0
2008,PIA,76998.0,22462.0
2008,PIH,17849.0,5692.0
2008,PIR,63.0,24.0
2008,PIT,642507.0,257878.0
2008,PLN,3316.0,1363.0
2008,PMD,9032.0,3222.0
2008,PNS,103393.0,38836.0
2008,PSC,28702.0,11211.0
2008,PSE,9296.0,3181.0
2008,PSG,5858.0,2512.0
2008,PSP,147731.0,59857.0
2008,PVD,292723.0,103325.0
2008,PWM,107398.0,26132.0
2008,RAP,48092.0,17673.0
2008,RDD,17570.0,6568.0
2008,RDM,38702.0,12003.0
2008,RDU,864899.0,301439.0
2008,RFD,5320.0,1106.0
2008,RHI,2149.0,836.0
2008,RIC,300876.0,104006.0
2008,RKS,12245.0,2762.0
2008,RNO,264660.0,113258.0
2008,ROA,53712.0,17677.0
2008,ROC,222075.0,85240.0
2008,ROW,8291.0,3981.0
2008,RST,39338.0,12277.0
2008,RSW,343063.0,128716.0
2008,SAN,1273400.0,350513.0
2008,SAT,508738.0,180834.0
2008,SAV,202190.0,77695.0
2008,SBA,130973.0,54664.0
2008,SBN,69397.0,20898.0
2008,SBP,61296.0,21597.0
2008,SCC,4357.0,2781.0
2008,SCE,9700.0,3911.0
2008,SDF,295158.0,128941.0
2008,SEA,1789030.0,684439.0
2008,SFO,2396137.0,857056.0
2008,SGF,131155.0,39074.0
2008,SGU,32262.0,13050.0
2008,SHV,77234.0,39684.0
2008,SIT,15501.0,5781.0
2008,SJC,637217.0,228597.0
2008,SJT,10040.0,4224.0
2008,SJU,318666.0,133309.0
2008,SLC,2547611.0,880053.0
2008,SLE,5999.0,2203.0
2008,SMF,554195.0,236556.0
2008,SMX,17051.0,6676.0
2008,SNA,632431.0,303866.0
2008,SPI,16080.0,4507.0
2008,SPS,17438.0,11939.0
2008,SRQ,75204.0,27927.0
2008,STL,750281.0,304389.0
2008,STT,37360.0,14039.0
2008,STX,5329.0,1547.0
2008,SUN,27668.0,8385.0
2008,SUX,1191.0,368.0
2008,SWF,60383.0,22893.0
2008,SYR,202023.0,55050.0
2008,TEX,3182.0,916.0
2008,TLH,64005.0,21836.0
2008,TOL,18434.0,4196.0
2008,TPA,975595.0,364926.0
2008,TRI,24311.0,8089.0
2008,TUL,275464.0,104180.0
2008,TUP,123.0,22.0
2008,TUS,292305.0,124610.0
2008,TVC,61907.0,16887.0
2008,TWF,17808.0,6139.0
2008,TXK,10266.0,4478.0
2008,TYR,14106.0,7204.0
2008,TYS,186379.0,62985.0
2008,VLD,7861.0,3530.0
2008,VPS,84130.0,49383.0
2008,WRG,5482.0,2621.0
2008,WYS,2273.0,1050.0
2008,XNA,193621.0,68656.0
2008,YAK,5405.0,2877.0
2008,YKM,3731.0,1427.0
2008,YUM,51544.0,19593.0
